Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
haircare,SKU77,25.24,158,113,2852.12,Male,12,26,47,3,Carrier E,34.4,Supplier 3,Bangalore,26,940,19,14.36,Fail,4.759,Rail,Route A,101.0,Winter,1.2968293373438808
haircare,SKU79,7.28,166,114,829.92,Unknown,107,23,17,3,Carrier C,41.75,Supplier 2,Bangalore,23,449,6,49.76,Pending,2.667,Air,Route A,238.91,Winter,1.2614969930274136
skincare,SKU55,97.25,68,39,3792.75,Female,66,24,19,4,Carrier E,39.23,Supplier 3,Mumbai,24,516,17,25.7,Fail,4.957,Rail,Route B,294.8,Fall,0.9869616750349977
haircare,SKU18,31.93,79,36,1149.48,Male,73,9,5,1,Carrier C,27.45,Supplier 1,Delhi,9,490,20,39.66,Fail,2.471,Air,Route C,342.59,Summer,1.388046815080392
haircare,SKU65,40.98,35,19,778.62,Non-binary,30,15,20,4,Carrier D,20.22,Supplier 3,Mumbai,15,144,8,25.04,Pass,1.53,Rail,Route A,276.14,Summer,1.5865206906826441
haircare,SKU94,14.7,30,7,102.9,Unknown,25,19,9,5,Carrier D,35.11,Supplier 2,Bangalore,19,428,16,12.36,Pass,0.248,Rail,Route B,362.53,Spring,0.9558648196666139
haircare,SKU22,37.44,94,91,3407.04,Female,92,21,15,1,Carrier C,36.23,Supplier 2,Mumbai,21,980,19,35.54,Pending,2.59,Air,Route C,114.92,Spring,0.9919944087907071
haircare,SKU5,18.33,119,94,1723.02,Male,111,21,34,5,Carrier A,39.95,Supplier 1,Mumbai,21,627,16,13.04,Fail,4.757,Road,Route A,114.99,Winter,1.4790553347791264
haircare,SKU47,9.04,29,16,144.64,Female,23,16,12,2,Carrier C,82.8,Supplier 1,Delhi,16,122,14,20.95,Fail,4.754,Air,Route A,494.47,Winter,1.2452161831483495
skincare,SKU4,35.87,78,14,502.18,Unknown,24,11,2,6,Carrier E,5.37,Supplier 3,Mumbai,11,705,19,31.52,Fail,2.438,Rail,Route C,200.33,Summer,1.4266898654124476
haircare,SKU53,6.4,19,6,38.4,Non-binary,17,22,14,9,Carrier A,5.92,Supplier 3,Mumbai,22,119,11,13.46,Pending,4.097,Road,Route C,484.07,Fall,1.0295395237223084
haircare,SKU50,42.59,42,39,1661.01,Male,24,12,30,6,Carrier A,18.79,Supplier 2,Bangalore,12,399,13,34.36,Fail,4.953,Road,Route B,210.41,Winter,1.340949123281867
skincare,SKU75,51.15,98,72,3682.8,Unknown,55,9,36,9,Carrier A,38.93,Supplier 1,Bangalore,9,145,10,35.08,Fail,3.702,Road,Route B,322.89,Winter,1.3720443852431732
haircare,SKU79,42.01,110,16,672.16,Female,107,27,21,1,Carrier C,61.2,Supplier 2,Bangalore,27,541,16,29.71,Fail,2.277,Air,Route A,231.75,Winter,1.4541008826915522
skincare,SKU18,57.07,35,21,1198.47,Male,13,20,26,5,Carrier C,88.64,Supplier 3,Bangalore,20,880,20,25.31,Pass,1.825,Air,Route A,354.34,Winter,1.425059090889258
skincare,SKU14,54.27,75,64,3473.28,Unknown,10,23,43,8,Carrier B,24.96,Supplier 3,Mumbai,23,112,8,48.6,Fail,4.331,Road,Route B,491.06,Winter,1.285143130631194
haircare,SKU17,26.94,67,66,1778.04,Female,55,10,13,7,Carrier B,31.29,Supplier 2,Delhi,10,102,9,34.16,Pass,0.578,Road,Route A,195.65,Summer,1.5258322051151498
haircare,SKU97,19.75,85,5,98.75,Male,62,9,21,8,Carrier A,18.56,Supplier 2,Mumbai,9,140,15,41.43,Fail,3.903,Road,Route C,308.28,Winter,1.2812436707403416
skincare,SKU56,94.69,146,126,11930.94,Female,63,17,24,9,Carrier A,10.98,Supplier 2,Bangalore,17,615,6,43.69,Fail,3.358,Road,Route A,409.0,Fall,1.1348600323928486
skincare,SKU8,37.19,158,130,4834.7,Non-binary,147,20,10,4,Carrier E,43.42,Supplier 1,Mumbai,20,790,19,39.79,Pass,0.115,Rail,Route B,121.73,Winter,1.4610268951683898
haircare,SKU20,29.84,143,86,2566.24,Unknown,75,8,15,7,Carrier D,11.39,Supplier 1,Delhi,8,115,12,41.01,Fail,4.925,Rail,Route B,344.58,Winter,1.2734029720815236
skincare,SKU1,28.45,167,78,2219.1,Unknown,157,23,29,4,Carrier C,59.69,Supplier 1,Delhi,23,971,14,37.11,Fail,2.933,Air,Route B,317.05,Fall,1.0278631200040333
haircare,SKU23,10.25,120,17,174.25,Male,86,28,6,5,Carrier D,43.2,Supplier 3,Mumbai,28,376,6,12.62,Pass,1.521,Rail,Route B,455.94,Winter,1.3848132037938594
skincare,SKU61,88.75,130,122,10827.5,Male,37,27,41,2,Carrier C,13.2,Supplier 3,Mumbai,27,808,17,41.32,Pass,0.097,Air,Route B,294.56,Summer,1.316173336871704
haircare,SKU24,37.63,66,49,1843.87,Non-binary,18,23,30,3,Carrier C,21.64,Supplier 1,Delhi,23,475,11,49.36,Pending,2.217,Air,Route C,327.28,Spring,1.0634439559628004
skincare,SKU34,24.66,161,110,2712.6,Non-binary,65,28,46,3,Carrier C,71.85,Supplier 2,Mumbai,28,599,18,16.65,Fail,4.147,Air,Route A,214.62,Spring,1.0315786679348768
skincare,SKU52,38.84,89,69,2679.96,Non-binary,29,17,20,8,Carrier A,42.82,Supplier 3,Bangalore,17,482,16,29.46,Fail,3.489,Road,Route C,375.78,Spring,0.9382696243225377
haircare,SKU19,37.51,140,122,4576.22,Male,81,9,41,3,Carrier C,87.12,Supplier 2,Delhi,9,490,17,28.93,Fail,3.003,Air,Route C,340.77,Fall,1.045804240232951
skincare,SKU77,60.39,96,72,4348.08,Non-binary,20,25,36,3,Carrier C,77.66,Supplier 1,Mumbai,25,773,19,30.37,Pending,4.59,Air,Route C,307.14,Spring,0.9099368610729188
haircare,SKU30,22.59,21,7,158.13,Unknown,14,26,7,3,Carrier D,37.92,Supplier 3,Mumbai,26,732,12,42.57,Fail,4.541,Rail,Route C,201.57,Winter,1.248753009017617
skincare,SKU97,23.24,156,140,3253.6,Unknown,154,23,36,9,Carrier A,33.3,Supplier 1,Delhi,23,993,5,34.17,Pending,3.861,Road,Route C,442.31,Summer,1.5946268694908718
haircare,SKU7,30.43,120,28,852.04,Unknown,66,7,42,10,Carrier B,12.62,Supplier 1,Bangalore,7,323,7,22.45,Fail,2.891,Road,Route C,380.9,Winter,1.4840104885087118
haircare,SKU47,45.15,200,21,948.15,Unknown,143,21,26,3,Carrier C,65.84,Supplier 3,Bangalore,21,327,20,32.15,Pending,4.454,Air,Route C,251.33,Summer,1.3640652171343262
skincare,SKU94,58.26,80,52,3029.52,Female,74,27,34,3,Carrier D,21.6,Supplier 3,Delhi,27,728,12,29.72,Pass,0.623,Rail,Route C,123.68,Summer,1.5250251071269234
haircare,SKU15,45.78,37,1,45.78,Non-binary,18,7,10,5,Carrier C,27.84,Supplier 2,Mumbai,7,622,5,45.38,Pass,1.943,Air,Route C,179.99,Winter,1.4918459184182162
skincare,SKU98,71.32,16,11,784.52,Male,16,30,3,5,Carrier D,45.91,Supplier 3,Mumbai,30,825,8,45.91,Pass,0.045,Rail,Route B,435.16,Spring,1.095617709453143
haircare,SKU34,34.72,27,8,277.76,Male,23,7,3,3,Carrier E,22.78,Supplier 2,Bangalore,7,296,7,42.9,Pass,0.328,Rail,Route C,431.4,Spring,1.0567923829095252
haircare,SKU42,42.45,28,18,764.1,Unknown,27,19,1,3,Carrier C,67.05,Supplier 1,Bangalore,19,752,11,18.56,Fail,3.527,Air,Route A,496.08,Summer,1.387821000771872
haircare,SKU36,38.11,137,85,3239.35,Female,41,12,47,4,Carrier E,24.69,Supplier 2,Delhi,12,360,19,47.55,Pending,3.165,Rail,Route C,105.85,Summer,1.5747705251619197
skincare,SKU25,90.2,192,58,5231.6,Male,61,29,6,4,Carrier C,32.91,Supplier 1,Bangalore,29,280,19,34.27,Pending,3.261,Air,Route B,258.01,Fall,1.0477923022090954
haircare,SKU0,39.34,89,20,786.8,Male,26,10,43,4,Carrier E,13.43,Supplier 2,Delhi,10,989,6,34.46,Pass,0.064,Rail,Route B,187.26,Summer,1.534134172985644
haircare,SKU56,17.91,199,151,2704.41,Non-binary,199,24,11,1,Carrier C,66.21,Supplier 2,Delhi,24,628,11,45.33,Fail,3.727,Air,Route B,213.56,Spring,0.8963153823905203
haircare,SKU91,28.51,63,34,969.34,Female,16,19,25,3,Carrier C,46.98,Supplier 3,Delhi,19,103,20,34.41,Fail,3.624,Air,Route A,108.56,Fall,1.0435773947024036
skincare,SKU19,22.4,156,34,761.6,Male,10,17,15,5,Carrier C,96.22,Supplier 1,Delhi,17,717,16,29.1,Pending,3.623,Air,Route B,102.48,Winter,1.4365212904641111
haircare,SKU44,35.22,47,41,1444.02,Unknown,17,30,21,5,Carrier C,94.82,Supplier 2,Bangalore,30,992,14,24.28,Fail,4.675,Air,Route B,116.4,Fall,1.0048002310625133
skincare,SKU98,92.37,101,95,8775.15,Male,39,21,20,5,Carrier D,28.16,Supplier 1,Mumbai,21,678,18,11.95,Pending,3.946,Rail,Route A,190.47,Summer,1.3113655217342122
skincare,SKU23,32.86,36,6,197.16,Male,20,21,27,7,Carrier D,26.41,Supplier 3,Mumbai,21,536,5,10.01,Fail,3.777,Rail,Route B,109.35,Summer,1.3849465428871772
haircare,SKU2,29.53,199,161,4754.33,Non-binary,47,19,2,1,Carrier C,61.39,Supplier 3,Bangalore,19,354,18,46.69,Pass,0.503,Air,Route C,246.26,Summer,1.347750832488808
skincare,SKU69,95.95,13,1,95.95,Unknown,13,24,2,4,Carrier C,92.06,Supplier 1,Bangalore,24,939,18,49.66,Pending,2.349,Air,Route C,209.69,Fall,0.9213607463652986
skincare,SKU98,31.94,186,24,766.56,Female,14,14,13,8,Carrier A,33.85,Supplier 1,Bangalore,14,151,17,44.7,Pending,3.033,Road,Route A,190.02,Summer,1.5560619453349898
haircare,SKU9,45.79,133,117,5357.43,Female,31,17,1,5,Carrier D,47.21,Supplier 2,Delhi,17,338,6,26.73,Fail,4.973,Rail,Route B,408.07,Spring,1.0747194001118099
skincare,SKU56,94.42,57,11,1038.62,Female,43,23,16,1,Carrier C,70.76,Supplier 2,Bangalore,23,176,18,14.15,Fail,2.542,Air,Route C,124.93,Spring,0.9409746310425171
skincare,SKU14,96.48,152,62,5981.76,Male,152,20,26,2,Carrier C,62.61,Supplier 2,Bangalore,20,710,17,38.85,Pending,4.263,Air,Route C,210.1,Fall,1.0911115344553708
haircare,SKU79,47.53,107,32,1520.96,Female,47,24,9,4,Carrier E,11.87,Supplier 3,Delhi,24,187,12,43.15,Pass,1.455,Rail,Route A,234.6,Fall,0.9799330609852825
skincare,SKU25,43.8,158,56,2452.8,Male,13,28,16,7,Carrier D,41.6,Supplier 3,Bangalore,28,869,5,39.67,Pending,2.89,Rail,Route A,226.97,Summer,1.454427332272185
haircare,SKU85,24.17,140,53,1281.01,Non-binary,52,16,13,5,Carrier A,14.68,Supplier 3,Delhi,16,492,19,35.32,Pass,1.353,Road,Route B,144.57,Spring,0.9064724511341352
haircare,SKU66,22.05,68,68,1499.4,Non-binary,56,30,25,3,Carrier C,35.2,Supplier 1,Bangalore,30,571,5,34.33,Pass,0.791,Air,Route B,314.76,Winter,1.337198589565916
skincare,SKU28,39.39,192,76,2993.64,Female,59,26,48,5,Carrier A,43.61,Supplier 3,Bangalore,26,632,15,45.64,Pending,4.73,Road,Route C,277.51,Spring,1.0462077066895494
haircare,SKU76,32.67,57,27,882.09,Non-binary,30,30,48,5,Carrier B,45.7,Supplier 3,Bangalore,30,231,14,14.02,Pending,4.323,Road,Route A,166.5,Fall,1.1702359607144615
haircare,SKU31,6.21,198,181,1124.01,Female,44,21,32,5,Carrier C,15.73,Supplier 1,Delhi,21,652,19,38.67,Fail,3.406,Air,Route B,328.78,Spring,0.8071420126740295
haircare,SKU49,21.39,105,88,1882.32,Female,96,12,14,5,Carrier D,44.13,Supplier 3,Bangalore,12,535,16,32.1,Pending,2.231,Rail,Route B,329.35,Fall,1.1004685145385975
skincare,SKU43,74.62,20,5,373.1,Non-binary,19,12,20,9,Carrier A,26.84,Supplier 2,Delhi,12,878,9,46.2,Pass,1.858,Road,Route C,441.53,Summer,1.4451107004718935
skincare,SKU91,29.08,102,92,2675.36,Unknown,47,20,49,6,Carrier E,7.35,Supplier 3,Mumbai,20,889,18,48.92,Pass,1.04,Rail,Route C,103.98,Spring,0.8750260996974436
haircare,SKU40,45.02,78,45,2025.9,Non-binary,20,12,29,5,Carrier D,22.56,Supplier 1,Mumbai,12,104,7,16.21,Pending,4.056,Rail,Route C,270.54,Spring,0.8265002371311158
skincare,SKU13,53.68,10,10,536.8,Unknown,10,29,8,6,Carrier B,27.08,Supplier 2,Mumbai,29,784,8,19.51,Pending,3.646,Road,Route A,308.27,Fall,1.191357561224108
haircare,SKU59,40.14,105,39,1565.46,Unknown,24,15,49,6,Carrier B,12.93,Supplier 3,Mumbai,15,799,16,24.9,Pending,2.501,Road,Route C,478.15,Winter,1.3098873396120396
haircare,SKU62,36.12,25,8,288.96,Female,16,29,24,4,Carrier E,17.01,Supplier 3,Delhi,29,273,18,22.8,Fail,4.59,Rail,Route C,382.52,Fall,1.1252429851971146
skincare,SKU19,38.4,184,73,2803.2,Male,111,30,33,2,Carrier C,72.6,Supplier 1,Delhi,30,881,13,16.17,Fail,2.856,Air,Route A,401.99,Summer,1.4520343117151797
haircare,SKU4,13.36,30,1,13.36,Female,22,20,7,2,Carrier C,57.56,Supplier 2,Bangalore,20,428,6,19.22,Pending,4.247,Air,Route C,416.57,Winter,1.4281940464020506
skincare,SKU38,91.02,40,24,2184.48,Male,32,28,29,1,Carrier C,45.08,Supplier 3,Mumbai,28,955,10,26.55,Pending,2.327,Air,Route B,349.15,Summer,1.571155861109016
haircare,SKU21,19.74,176,44,868.56,Female,17,15,48,4,Carrier D,19.68,Supplier 1,Bangalore,15,859,14,31.01,Pending,3.223,Rail,Route C,106.81,Fall,1.0202145609151925
skincare,SKU73,74.06,200,191,14145.46,Non-binary,188,29,36,3,Carrier E,44.18,Supplier 3,Bangalore,29,868,5,32.69,Pending,3.675,Rail,Route B,178.91,Winter,1.231569450498286
skincare,SKU13,55.15,32,2,110.3,Unknown,27,17,29,3,Carrier C,50.08,Supplier 1,Delhi,17,651,10,32.74,Pending,3.141,Air,Route A,448.64,Summer,1.3839523754008882
haircare,SKU21,22.83,128,22,502.26,Male,120,29,48,10,Carrier B,31.99,Supplier 3,Delhi,29,616,14,30.55,Pending,4.797,Road,Route C,161.52,Fall,1.1906089312287231
haircare,SKU26,35.55,11,3,106.65,Unknown,11,7,9,7,Carrier D,41.87,Supplier 1,Mumbai,7,746,5,44.92,Pending,3.221,Rail,Route A,118.52,Winter,1.400965445700939
haircare,SKU73,16.01,155,64,1024.64,Non-binary,18,25,18,5,Carrier E,31.39,Supplier 1,Delhi,25,698,6,46.42,Pending,4.378,Rail,Route B,296.84,Spring,1.0246033593756412
skincare,SKU86,73.32,174,36,2639.52,Unknown,141,8,14,1,Carrier C,49.41,Supplier 3,Mumbai,8,484,10,19.7,Pending,2.808,Air,Route A,355.27,Spring,0.9200496066792423
skincare,SKU72,32.51,132,101,3283.51,Unknown,68,10,49,7,Carrier D,26.28,Supplier 2,Bangalore,10,363,7,49.85,Pending,3.672,Rail,Route C,429.83,Summer,1.4025432160221105
skincare,SKU60,82.53,115,16,1320.48,Non-binary,25,19,34,1,Carrier C,55.63,Supplier 1,Mumbai,19,986,9,38.88,Pending,4.887,Air,Route A,328.09,Winter,1.473811429869513
haircare,SKU39,35.28,63,60,2116.8,Unknown,26,30,29,4,Carrier C,49.7,Supplier 1,Mumbai,30,799,17,36.99,Fail,3.433,Air,Route A,340.01,Fall,1.1336103452171287
skincare,SKU64,72.12,23,22,1586.64,Unknown,22,30,16,5,Carrier E,22.96,Supplier 1,Delhi,30,555,13,36.72,Pending,4.391,Rail,Route C,194.13,Fall,0.942213733299071
skincare,SKU14,91.82,189,112,10283.84,Male,51,12,46,10,Carrier B,40.88,Supplier 3,Bangalore,12,424,20,49.48,Fail,3.777,Road,Route C,430.31,Fall,0.9774271711349827
skincare,SKU1,82.74,142,42,3475.08,Female,97,9,29,5,Carrier E,8.69,Supplier 3,Bangalore,9,970,15,14.18,Pending,2.907,Rail,Route A,264.72,Summer,1.4262905610540058
haircare,SKU22,31.91,175,144,4595.04,Non-binary,163,10,35,2,Carrier C,97.18,Supplier 1,Mumbai,10,826,17,49.66,Pending,4.786,Air,Route B,358.53,Summer,1.3236468029086372
haircare,SKU3,15.18,118,54,819.72,Male,43,22,3,10,Carrier B,23.77,Supplier 2,Bangalore,22,428,19,27.09,Pass,0.054,Road,Route C,115.54,Summer,1.579264504729951
skincare,SKU39,29.81,26,7,208.67,Non-binary,17,10,1,3,Carrier D,29.49,Supplier 1,Mumbai,10,334,14,26.94,Pending,4.518,Rail,Route A,374.02,Winter,1.4356120673917976
haircare,SKU32,42.76,142,88,3762.88,Unknown,19,29,38,6,Carrier B,22.82,Supplier 2,Mumbai,29,893,19,40.89,Pass,1.703,Road,Route B,286.71,Spring,0.9762646059119102
skincare,SKU32,48.87,146,100,4887.0,Male,138,29,17,3,Carrier C,26.54,Supplier 3,Mumbai,29,550,16,16.14,Pass,1.912,Air,Route C,385.62,Spring,0.9837321252766389
skincare,SKU47,83.62,157,145,12124.9,Female,95,30,36,6,Carrier A,39.79,Supplier 1,Delhi,30,429,7,46.67,Pass,1.893,Road,Route A,267.54,Summer,1.4854682545444016
skincare,SKU81,85.08,174,84,7146.72,Unknown,25,12,22,2,Carrier C,50.55,Supplier 2,Delhi,12,846,18,26.29,Fail,4.303,Air,Route B,448.39,Winter,1.2471164535693844
haircare,SKU92,30.36,148,57,1730.52,Male,23,10,43,2,Carrier C,86.29,Supplier 3,Mumbai,10,688,15,37.28,Pass,0.75,Air,Route C,245.15,Summer,1.3498678950619027
haircare,SKU16,38.89,122,108,4200.12,Non-binary,59,25,30,3,Carrier C,77.43,Supplier 2,Bangalore,25,891,7,47.8,Pending,4.924,Air,Route A,419.98,Fall,1.1362200317500442
skincare,SKU8,93.57,183,28,2619.96,Non-binary,29,30,50,4,Carrier D,37.73,Supplier 1,Bangalore,30,565,18,34.55,Fail,4.517,Rail,Route A,307.02,Spring,0.9111129424368767
skincare,SKU75,59.16,110,108,6389.28,Male,13,9,35,9,Carrier A,43.47,Supplier 1,Bangalore,9,869,12,36.1,Pending,4.032,Road,Route A,152.35,Winter,1.4140356896907853
skincare,SKU21,56.73,94,74,4198.02,Female,50,27,39,7,Carrier D,47.08,Supplier 2,Mumbai,27,643,16,34.85,Fail,3.757,Rail,Route A,235.33,Spring,0.9925485822916643
haircare,SKU94,23.69,184,102,2416.38,Male,129,12,25,6,Carrier E,46.78,Supplier 1,Delhi,12,271,6,37.61,Pending,2.175,Rail,Route A,171.98,Fall,1.1334989220380822
skincare,SKU79,49.86,46,11,548.46,Female,27,8,16,3,Carrier C,97.35,Supplier 2,Bangalore,8,190,7,44.24,Pending,4.416,Air,Route B,273.72,Spring,0.856474131590379
haircare,SKU65,35.66,184,15,534.9,Male,19,18,22,5,Carrier C,24.38,Supplier 3,Mumbai,18,587,6,25.15,Pass,1.059,Air,Route A,222.18,Spring,0.8721090436531457
skincare,SKU68,88.65,161,73,6471.45,Male,83,8,42,7,Carrier E,43.2,Supplier 1,Bangalore,8,995,8,22.59,Pass,0.802,Rail,Route C,326.99,Fall,1.03291638492068
haircare,SKU10,44.01,196,103,4533.03,Female,105,27,1,1,Carrier C,92.0,Supplier 3,Mumbai,27,705,14,41.06,Pass,0.463,Air,Route A,491.94,Fall,0.918445667582587
skincare,SKU45,37.99,195,148,5622.52,Non-binary,95,13,17,1,Carrier C,29.47,Supplier 3,Delhi,13,1000,6,25.58,Pass,0.779,Air,Route A,330.4,Spring,0.9594811719821064
haircare,SKU67,34.95,55,41,1432.95,Unknown,51,11,43,5,Carrier B,19.7,Supplier 1,Delhi,11,750,6,36.62,Pass,1.311,Road,Route A,348.68,Spring,1.0257179701984007
skincare,SKU13,81.65,59,36,2939.4,Unknown,49,28,46,6,Carrier B,44.97,Supplier 2,Mumbai,28,656,14,11.45,Pending,4.1,Road,Route C,201.25,Spring,1.0322512147200547
skincare,SKU75,45.41,110,54,2452.14,Female,110,29,6,4,Carrier E,17.99,Supplier 1,Mumbai,29,419,15,20.1,Fail,4.905,Rail,Route B,402.8,Summer,1.529032889818468
haircare,SKU54,13.01,136,134,1743.34,Male,93,26,22,3,Carrier C,71.64,Supplier 3,Mumbai,26,128,5,32.37,Pass,1.078,Air,Route C,288.96,Summer,1.4673924027193694
skincare,SKU11,96.54,157,78,7530.12,Female,119,19,16,7,Carrier B,38.92,Supplier 2,Delhi,19,431,13,45.68,Pass,1.206,Road,Route B,132.22,Spring,1.0493011235199625
skincare,SKU45,92.93,52,32,2973.76,Male,19,10,38,4,Carrier E,42.58,Supplier 2,Delhi,10,119,17,20.58,Pass,1.859,Rail,Route B,432.7,Fall,1.1929523682231453
skincare,SKU52,32.23,198,123,3964.29,Male,72,22,49,5,Carrier C,85.41,Supplier 1,Bangalore,22,693,8,44.51,Fail,3.589,Air,Route B,258.01,Spring,0.8074808101296721
haircare,SKU36,12.22,93,65,794.3,Non-binary,44,19,41,4,Carrier D,37.7,Supplier 3,Bangalore,19,838,14,29.63,Pending,3.776,Rail,Route A,292.16,Summer,1.4011383579799386
haircare,SKU16,20.6,171,119,2451.4,Non-binary,120,25,17,10,Carrier B,36.92,Supplier 2,Bangalore,25,880,14,14.36,Pending,3.673,Road,Route C,451.1,Summer,1.3158267853064565
haircare,SKU84,23.85,63,46,1097.1,Female,19,8,28,3,Carrier D,45.98,Supplier 3,Mumbai,8,503,12,13.45,Pass,0.991,Rail,Route B,228.38,Summer,1.337717131532237
skincare,SKU44,64.43,46,38,2448.34,Female,43,21,34,4,Carrier D,33.47,Supplier 1,Mumbai,21,866,6,17.95,Fail,3.613,Rail,Route C,366.73,Fall,1.0588354833437592
haircare,SKU48,36.25,77,68,2465.0,Female,45,21,48,5,Carrier D,33.39,Supplier 3,Bangalore,21,517,8,24.37,Pass,0.002,Rail,Route A,432.74,Winter,1.414810018622052
skincare,SKU15,61.81,127,65,4017.65,Male,20,21,30,5,Carrier E,20.61,Supplier 2,Bangalore,21,611,18,16.18,Pass,1.012,Rail,Route B,337.72,Summer,1.4421360776735337
haircare,SKU21,29.36,45,6,176.16,Female,14,25,25,9,Carrier B,18.02,Supplier 3,Delhi,25,194,19,16.93,Pass,1.366,Road,Route C,487.0,Fall,1.143190652261954
skincare,SKU83,49.28,194,74,3646.72,Male,61,10,9,3,Carrier C,88.04,Supplier 1,Mumbai,10,287,6,22.89,Pass,1.885,Air,Route B,442.47,Summer,1.564647484416538
skincare,SKU37,72.09,14,12,865.08,Female,10,30,7,1,Carrier C,23.7,Supplier 1,Delhi,30,153,10,46.47,Pass,1.134,Air,Route A,173.78,Fall,1.154449551938098
haircare,SKU98,25.66,148,124,3181.84,Female,36,19,5,9,Carrier A,48.33,Supplier 3,Delhi,19,174,11,40.53,Fail,4.357,Road,Route C,334.99,Winter,1.4357944161092668
haircare,SKU17,5.64,84,27,152.28,Male,69,20,34,8,Carrier B,6.0,Supplier 1,Bangalore,20,181,6,49.6,Pass,0.038,Road,Route A,422.9,Winter,1.2962589092689183
skincare,SKU64,85.92,169,106,9107.52,Non-binary,130,9,40,1,Carrier C,24.17,Supplier 3,Bangalore,9,400,14,25.26,Pass,0.731,Air,Route A,428.67,Spring,1.064468651897946
skincare,SKU35,61.55,30,6,369.3,Non-binary,13,12,20,4,Carrier D,12.32,Supplier 3,Bangalore,12,994,18,10.08,Pass,0.556,Rail,Route B,445.56,Winter,1.3306527933973225
skincare,SKU83,83.72,102,13,1088.36,Non-binary,94,24,19,4,Carrier C,87.89,Supplier 1,Mumbai,24,899,9,38.26,Pass,0.372,Air,Route B,404.23,Fall,0.9000285387979949
haircare,SKU6,35.67,126,126,4494.42,Male,105,11,49,3,Carrier E,46.76,Supplier 2,Bangalore,11,718,9,32.8,Pass,1.921,Rail,Route A,483.58,Summer,1.318107566359068
skincare,SKU32,24.67,181,172,4243.24,Female,174,13,18,4,Carrier C,19.74,Supplier 2,Delhi,13,266,16,19.62,Pending,3.998,Air,Route C,251.59,Spring,0.9574096424402065
skincare,SKU52,39.32,92,78,3066.96,Unknown,30,15,11,7,Carrier D,24.22,Supplier 2,Bangalore,15,795,5,44.86,Pending,2.529,Rail,Route C,436.43,Spring,1.0673327864731412
haircare,SKU55,47.08,131,96,4519.68,Unknown,103,18,27,5,Carrier C,55.86,Supplier 2,Delhi,18,334,18,35.97,Fail,4.992,Air,Route B,224.7,Summer,1.5275721567061802
haircare,SKU67,23.81,162,88,2095.28,Male,132,25,19,5,Carrier D,38.71,Supplier 3,Bangalore,25,572,17,44.49,Fail,4.775,Rail,Route A,195.02,Summer,1.3515880578742971
haircare,SKU50,30.96,145,76,2352.96,Non-binary,79,15,46,1,Carrier C,54.31,Supplier 1,Bangalore,15,494,5,43.95,Pending,3.216,Air,Route C,277.31,Fall,1.1285009549706926
haircare,SKU76,36.1,132,91,3285.1,Male,67,18,23,10,Carrier B,14.06,Supplier 1,Bangalore,18,983,15,26.64,Pass,1.027,Road,Route C,236.63,Spring,1.0458630588582032
haircare,SKU68,27.32,79,74,2021.68,Non-binary,15,23,26,4,Carrier C,77.72,Supplier 2,Delhi,23,809,10,40.63,Pass,0.653,Air,Route A,216.88,Winter,1.2324481610741478
skincare,SKU34,46.47,152,21,975.87,Male,134,7,9,5,Carrier D,23.6,Supplier 2,Mumbai,7,511,10,12.31,Pass,1.09,Rail,Route C,167.47,Fall,0.9796926485382691
skincare,SKU52,47.09,55,53,2495.77,Male,43,28,11,7,Carrier D,40.82,Supplier 2,Bangalore,28,724,11,37.8,Pass,0.684,Rail,Route B,280.99,Fall,0.9177490770126613
haircare,SKU63,30.65,187,120,3678.0,Male,45,9,21,9,Carrier B,6.92,Supplier 3,Delhi,9,518,20,11.66,Pass,0.78,Road,Route B,187.27,Fall,1.0469111470151036
haircare,SKU83,23.58,124,50,1179.0,Unknown,34,30,7,7,Carrier E,42.29,Supplier 3,Mumbai,30,873,8,15.95,Pass,0.042,Rail,Route B,409.85,Summer,1.5449536984807728
haircare,SKU70,11.43,65,43,491.49,Male,53,28,49,3,Carrier C,96.58,Supplier 2,Delhi,28,557,9,25.64,Fail,2.595,Air,Route C,270.13,Winter,1.3466638945314369
skincare,SKU14,21.63,103,50,1081.5,Unknown,96,18,42,7,Carrier E,25.08,Supplier 2,Mumbai,18,257,6,41.56,Fail,4.614,Rail,Route A,332.26,Spring,0.9639389283770899
haircare,SKU61,29.91,117,63,1884.33,Female,27,21,25,5,Carrier D,8.11,Supplier 2,Mumbai,21,415,12,44.07,Pass,1.063,Rail,Route A,359.55,Fall,0.953426488395336
haircare,SKU64,34.1,198,23,784.3,Unknown,42,13,44,10,Carrier B,20.8,Supplier 2,Mumbai,13,907,11,47.1,Pending,4.903,Road,Route A,215.22,Summer,1.5634448576434452
haircare,SKU53,30.61,78,66,2020.26,Unknown,69,7,13,7,Carrier B,20.57,Supplier 1,Mumbai,7,161,11,30.06,Fail,3.032,Road,Route B,113.93,Fall,1.0009857405127176
skincare,SKU54,33.16,141,17,563.72,Non-binary,50,17,17,4,Carrier D,46.62,Supplier 3,Bangalore,17,808,13,24.33,Pending,2.431,Rail,Route C,283.63,Winter,1.4684186996848234
