Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
skincare,SKU54,36.2,21,10.0,5.8944028342648505,Female,2.772588722239781,21,17,7,Carrier B,19.52,Supplier 3,Delhi,671,12,14.63,Pending,4.099,Road,Route B,161.2,Spring,1.062245552587413
haircare,SKU93,27.05,72,68.0,7.5177382182813135,Female,3.828641396489095,25,23,4,Carrier D,11.11,Supplier 2,Delhi,469,6,16.39,Fail,2.202,Rail,Route A,440.87,Fall,1.0168903826749227
skincare,SKU27,33.93,81,65.0,7.699140168131076,Male,2.6390573296152584,16,7,9,Carrier B,23.72,Supplier 3,Delhi,570,18,37.06,Pass,0.953,Road,Route A,244.43,Fall,0.9192737370702542
haircare,SKU4,49.11,160,90.0,8.394098574253526,Male,3.828641396489095,23,28,7,Carrier E,45.1,Supplier 1,Delhi,893,13,47.61,Fail,2.579,Rail,Route A,313.46,Summer,1.4071830823628442
haircare,SKU97,9.26,111,51.0,6.1596449203469055,Unknown,4.672828834461906,22,40,8,Carrier A,9.72,Supplier 1,Bangalore,890,15,31.24,Fail,4.774,Road,Route C,313.94,Summer,1.4873642868966594
haircare,SKU24,13.9,64,63.0,6.77616485859454,Non-binary,3.58351893845611,27,23,1,Carrier C,56.26,Supplier 2,Mumbai,788,17,49.74,Fail,2.059,Air,Route A,204.56,Spring,0.8352245368892923
skincare,SKU68,80.56,160,70.0,8.637674804856287,Female,4.770684624465665,26,11,4,Carrier D,16.74,Supplier 3,Bangalore,295,10,39.16,Pass,1.026,Rail,Route C,217.64,Winter,1.3692135816135302
skincare,SKU73,58.73,41,5.0,5.685788211283922,Male,3.4657359027997265,30,28,9,Carrier B,5.85,Supplier 1,Delhi,461,12,19.33,Fail,4.6,Road,Route A,177.17,Fall,0.9173806450403053
skincare,SKU41,45.98,65,47.0,7.678816749895478,Unknown,4.02535169073515,27,18,7,Carrier E,8.54,Supplier 3,Mumbai,673,7,39.05,Fail,3.051,Rail,Route C,235.93,Winter,1.4355850969696275
skincare,SKU17,67.89,42,23.0,7.354023181426234,Male,3.6109179126442243,21,35,3,Carrier C,28.4,Supplier 1,Mumbai,818,10,13.31,Pending,4.564,Air,Route B,263.0,Fall,0.978346836519804
haircare,SKU81,22.24,16,5.0,4.720282993088596,Female,2.4849066497880004,25,2,1,Carrier C,81.39,Supplier 3,Bangalore,915,18,24.89,Pending,4.957,Air,Route B,230.41,Spring,1.0325907511633647
skincare,SKU14,50.59,183,67.0,8.128741530337221,Unknown,4.499809670330265,17,23,5,Carrier B,43.49,Supplier 3,Mumbai,266,5,44.04,Pass,1.516,Road,Route B,471.82,Summer,1.335044033141778
haircare,SKU27,10.52,155,131.0,7.229200893586723,Male,3.5553480614894135,11,7,5,Carrier B,7.51,Supplier 3,Delhi,411,16,49.87,Pass,0.316,Road,Route A,261.87,Summer,1.374520227345296
skincare,SKU1,78.6,53,29.0,7.7321061451574264,Female,2.6390573296152584,9,47,4,Carrier C,27.31,Supplier 3,Delhi,575,20,46.82,Pending,3.013,Air,Route B,487.22,Winter,1.3067934032065187
haircare,SKU98,31.82,127,39.0,7.124462159304187,Non-binary,3.4965075614664802,22,27,5,Carrier E,5.23,Supplier 2,Delhi,969,16,29.46,Pending,3.115,Rail,Route A,284.02,Spring,0.8669579719024093
skincare,SKU38,70.1,161,132.0,9.132832781509176,Female,4.672828834461906,19,48,7,Carrier E,5.23,Supplier 1,Bangalore,468,9,10.48,Fail,4.433,Rail,Route B,454.42,Winter,1.4668668015863513
haircare,SKU33,28.62,152,100.0,7.959625305098115,Unknown,4.465908118654584,21,30,7,Carrier B,27.17,Supplier 2,Bangalore,971,11,40.76,Pass,0.466,Road,Route B,455.89,Summer,1.568677501471036
haircare,SKU70,47.53,56,21.0,6.906884900312493,Non-binary,3.091042453358316,27,22,8,Carrier A,37.42,Supplier 2,Mumbai,587,12,43.36,Pass,1.249,Road,Route B,361.91,Spring,0.8429704155464599
skincare,SKU64,61.56,97,17.0,6.954180744692781,Unknown,4.442651256490317,18,31,4,Carrier C,58.57,Supplier 1,Bangalore,948,13,21.4,Pass,1.123,Air,Route B,280.97,Winter,1.3157122481788996
haircare,SKU27,29.35,174,131.0,8.254749923828083,Male,2.3978952727983707,15,5,5,Carrier E,31.47,Supplier 3,Mumbai,365,16,15.73,Fail,3.877,Rail,Route B,310.87,Summer,1.4867938285052251
skincare,SKU82,99.47,84,39.0,8.263675480547032,Male,3.6888794541139363,25,20,6,Carrier E,13.0,Supplier 2,Mumbai,723,11,49.1,Pass,0.293,Rail,Route A,293.33,Fall,0.9396190600244628
haircare,SKU48,39.91,123,62.0,7.814165357575586,Unknown,4.007333185232471,10,26,5,Carrier E,29.27,Supplier 1,Delhi,712,9,38.07,Pass,1.556,Rail,Route A,448.81,Winter,1.2725856689392414
skincare,SKU95,75.09,156,123.0,9.130980014781931,Non-binary,4.330733340286331,25,40,4,Carrier C,47.69,Supplier 1,Delhi,583,13,42.99,Fail,2.445,Air,Route B,179.47,Summer,1.3348643734209804
haircare,SKU57,31.22,195,186.24512032860818,8.709082167478247,Male,5.0106352940962555,30,14,3,Carrier C,48.92,Supplier 3,Bangalore,369,12,34.64,Fail,2.866,Air,Route C,439.9,Fall,1.1099834103343569
skincare,SKU21,93.57,130,17.0,7.3725516238251325,Non-binary,3.5263605246161616,24,17,2,Carrier C,94.09,Supplier 2,Delhi,576,11,13.39,Pass,1.055,Air,Route A,392.6,Fall,0.9230507458760616
haircare,SKU13,40.17,77,40.0,7.38262206389386,Male,3.784189633918261,18,27,5,Carrier C,38.72,Supplier 3,Delhi,397,15,14.31,Pass,0.224,Air,Route B,320.43,Winter,1.421765120975567
haircare,SKU27,47.84,49,34.0,7.394837239762624,Non-binary,2.3978952727983707,29,22,8,Carrier A,28.91,Supplier 1,Mumbai,368,17,37.46,Pass,0.131,Road,Route C,435.56,Spring,0.9162469670247396
skincare,SKU87,55.0,12,11.0,6.406879986069314,Unknown,2.4849066497880004,12,6,2,Carrier C,43.46,Supplier 1,Mumbai,447,7,40.96,Pass,0.663,Air,Route A,461.83,Winter,1.4508530930467916
haircare,SKU61,40.99,106,51.0,7.645632009613352,Non-binary,3.9889840465642745,7,36,5,Carrier C,58.86,Supplier 2,Delhi,648,20,22.71,Pending,2.804,Air,Route C,339.89,Spring,1.0209654783166189
skincare,SKU23,89.27,199,186.24512032860818,9.217922868034115,Male,3.58351893845611,23,13,5,Carrier C,44.76,Supplier 1,Mumbai,104,17,26.8,Pass,1.725,Air,Route C,437.89,Summer,1.3179213904171807
skincare,SKU94,49.09,30,28.0,7.226587120426134,Female,2.772588722239781,24,3,10,Carrier A,17.41,Supplier 1,Bangalore,123,19,28.1,Fail,2.412,Road,Route C,359.63,Winter,1.290341391181726
skincare,SKU97,66.39,44,18.0,7.086754656778786,Unknown,3.6888794541139363,20,11,10,Carrier B,43.0,Supplier 3,Delhi,267,10,31.13,Pass,1.407,Road,Route B,237.69,Winter,1.4963194971365297
skincare,SKU45,75.95,188,182.0,9.217922868034115,Male,5.062595033026967,26,16,8,Carrier A,24.84,Supplier 2,Bangalore,927,14,15.0,Pass,0.395,Road,Route A,200.97,Fall,1.1733472213659848
haircare,SKU47,40.44,60,4.0,5.092276723133489,Female,2.3978952727983707,7,18,1,Carrier C,95.83,Supplier 3,Delhi,220,12,44.46,Fail,2.83,Air,Route B,389.33,Winter,1.382021974365035
haircare,SKU98,45.36,64,53.0,7.78533844601989,Female,2.9444389791664403,29,38,5,Carrier A,9.49,Supplier 1,Bangalore,878,17,20.47,Pending,4.783,Road,Route A,280.49,Winter,1.4987175718703756
haircare,SKU78,39.17,152,135.0,8.573375017438387,Female,3.4965075614664802,23,29,5,Carrier A,7.0,Supplier 3,Delhi,196,8,47.96,Pass,0.484,Road,Route A,371.83,Spring,1.095481282202536
skincare,SKU2,49.99,196,5.0,5.525253716100942,Non-binary,3.5263605246161616,8,43,9,Carrier A,18.89,Supplier 3,Delhi,795,7,46.71,Pending,3.23,Road,Route C,351.76,Fall,0.999703826317903
haircare,SKU88,25.81,189,57.0,7.2944927817509,Unknown,3.6109179126442243,11,44,5,Carrier D,13.53,Supplier 1,Mumbai,659,17,24.87,Pass,0.821,Rail,Route C,211.16,Spring,0.9427577059681578
skincare,SKU88,57.69,23,22.0,7.14691390169303,Unknown,2.4849066497880004,18,6,3,Carrier D,23.15,Supplier 3,Bangalore,279,13,46.81,Fail,3.274,Rail,Route C,100.28,Winter,1.3220514007100257
haircare,SKU6,26.78,109,21.0,6.333954356054633,Non-binary,4.653960350157523,22,41,5,Carrier C,27.51,Supplier 3,Delhi,410,9,25.37,Pass,0.107,Air,Route A,485.76,Summer,1.5716037526502138
haircare,SKU77,44.97,106,66.0,7.995987211015911,Female,3.6109179126442243,26,22,4,Carrier C,14.23,Supplier 3,Delhi,185,18,31.81,Pending,2.156,Air,Route A,132.41,Summer,1.3573350224568714
skincare,SKU33,27.01,181,167.0,8.414422652205287,Female,4.653960350157523,12,17,5,Carrier E,43.99,Supplier 2,Mumbai,392,13,18.59,Fail,3.491,Rail,Route C,142.91,Summer,1.4202648495551258
haircare,SKU2,45.52,62,45.0,7.6253023463656175,Non-binary,2.5649493574615367,19,38,8,Carrier B,20.82,Supplier 2,Bangalore,351,16,15.01,Pending,3.106,Road,Route C,246.14,Spring,1.0444767591928712
skincare,SKU46,83.99,69,10.0,6.734472746838852,Non-binary,4.110873864173311,15,29,7,Carrier E,31.8,Supplier 3,Delhi,852,20,30.63,Pending,3.618,Rail,Route C,282.96,Spring,1.049633321076301
haircare,SKU68,21.24,71,64.0,7.21550464958403,Female,3.970291913552122,17,14,10,Carrier B,8.14,Supplier 1,Bangalore,426,16,26.94,Pending,3.392,Road,Route A,392.35,Fall,1.188693400608714
skincare,SKU29,37.79,50,12.0,6.1191539082488715,Non-binary,3.1354942159291497,7,13,10,Carrier A,29.44,Supplier 3,Delhi,526,6,45.52,Pass,0.041,Road,Route B,227.23,Spring,0.9187536911072962
haircare,SKU44,34.7,171,136.0,8.459606450563252,Female,5.093750200806762,18,27,6,Carrier A,42.22,Supplier 3,Mumbai,213,5,47.89,Pending,4.659,Road,Route C,185.26,Winter,1.370168385760113
skincare,SKU28,68.09,20,15.0,6.929859177889063,Male,2.833213344056216,9,15,7,Carrier E,32.34,Supplier 1,Mumbai,556,20,26.28,Fail,4.742,Rail,Route C,143.53,Fall,1.1973536661122848
skincare,SKU72,36.3,60,60.0,7.68662133494462,Female,3.367295829986474,24,34,6,Carrier D,11.64,Supplier 1,Bangalore,181,6,42.7,Pass,0.843,Rail,Route B,271.03,Spring,0.9440324897298552
skincare,SKU26,48.18,14,1.0,3.8954870367880465,Non-binary,2.6390573296152584,24,14,1,Carrier C,21.96,Supplier 2,Mumbai,502,10,11.43,Pass,0.354,Air,Route B,381.01,Summer,1.4838859044106003
haircare,SKU13,11.63,157,142.0,7.410020365684012,Non-binary,5.0238805208462765,11,47,10,Carrier B,6.34,Supplier 3,Mumbai,554,8,43.0,Pass,0.617,Road,Route B,207.52,Spring,0.9055126958090314
skincare,SKU88,39.8,141,30.0,7.085901464365611,Unknown,2.9444389791664403,7,34,4,Carrier D,46.0,Supplier 1,Mumbai,695,16,30.96,Fail,3.689,Rail,Route C,478.34,Winter,1.4921081987851423
skincare,SKU96,25.63,40,11.0,5.645199517223904,Female,3.6635616461296463,29,20,10,Carrier B,16.65,Supplier 2,Bangalore,768,13,11.95,Pending,2.301,Road,Route A,418.38,Summer,1.3894112101027685
haircare,SKU50,48.83,153,44.0,7.672999840382466,Male,4.430816798843313,30,49,7,Carrier B,17.05,Supplier 2,Mumbai,171,15,39.08,Fail,3.543,Road,Route B,398.05,Winter,1.2009451746973985
skincare,SKU7,70.35,102,40.0,7.942717540573791,Female,3.8066624897703196,17,28,1,Carrier C,60.54,Supplier 2,Bangalore,549,15,48.73,Fail,4.692,Air,Route B,281.01,Fall,1.094803100302515
haircare,SKU8,16.27,168,78.0,7.146819422431158,Non-binary,3.828641396489095,23,46,4,Carrier C,11.03,Supplier 2,Delhi,846,7,46.08,Pending,2.116,Air,Route C,296.83,Summer,1.372539870170869
haircare,SKU51,12.07,78,40.0,6.181671598175927,Non-binary,3.7612001156935624,16,8,7,Carrier B,46.92,Supplier 2,Mumbai,515,9,20.48,Pass,0.655,Road,Route B,188.41,Winter,1.2841337477118937
haircare,SKU19,20.9,149,11.0,5.44198471636045,Unknown,4.6913478822291435,8,34,2,Carrier C,58.01,Supplier 1,Delhi,644,13,45.45,Pending,2.426,Air,Route A,320.73,Summer,1.4530722289810891
haircare,SKU57,31.11,188,149.0,8.441691325166435,Female,4.31748811353631,27,4,7,Carrier D,35.52,Supplier 3,Bangalore,645,10,13.21,Pending,3.503,Rail,Route B,307.79,Winter,1.2783985032080174
skincare,SKU49,74.04,63,28.0,7.63729224632495,Unknown,2.70805020110221,30,40,1,Carrier C,45.74,Supplier 3,Bangalore,406,18,21.93,Fail,3.374,Air,Route B,377.21,Fall,1.1962172686516523
skincare,SKU9,90.56,130,43.0,8.267469497246683,Unknown,4.060443010546419,9,40,5,Carrier A,12.88,Supplier 1,Bangalore,791,8,10.93,Fail,4.582,Road,Route A,399.25,Summer,1.3129351394025186
skincare,SKU2,34.12,196,174.0,8.689107446294985,Non-binary,4.276666119016055,12,22,5,Carrier D,24.86,Supplier 1,Bangalore,948,8,45.52,Pending,4.003,Rail,Route A,372.39,Winter,1.2431637826623432
skincare,SKU0,35.41,169,57.0,7.61054086056208,Male,5.049856007249537,29,12,5,Carrier C,15.82,Supplier 2,Mumbai,116,10,14.23,Fail,2.849,Air,Route C,151.06,Winter,1.3868140862860323
skincare,SKU8,55.97,64,46.0,7.853845560814809,Unknown,3.4965075614664802,15,47,8,Carrier B,21.45,Supplier 1,Bangalore,919,20,30.69,Fail,2.935,Road,Route B,316.1,Summer,1.355906449190427
haircare,SKU32,7.67,15,2.0,2.7936160894318567,Unknown,2.70805020110221,30,11,4,Carrier E,12.01,Supplier 3,Mumbai,164,7,33.56,Pass,1.665,Rail,Route B,157.07,Spring,1.0762347878263254
haircare,SKU30,36.17,173,40.0,7.277800441859041,Non-binary,4.31748811353631,26,34,8,Carrier A,8.29,Supplier 3,Bangalore,815,14,42.42,Pending,4.62,Road,Route A,275.49,Spring,1.0350689302273524
skincare,SKU97,53.09,169,46.0,7.801039376206038,Female,5.1298987149230735,22,16,9,Carrier A,26.93,Supplier 2,Mumbai,314,12,43.59,Pass,0.079,Road,Route A,165.91,Fall,0.9073955390434616
haircare,SKU5,24.24,22,9.0,5.389802056670215,Non-binary,2.6390573296152584,17,18,5,Carrier A,39.7,Supplier 3,Delhi,529,14,41.92,Fail,4.344,Road,Route B,381.16,Spring,1.0776524160155838
skincare,SKU34,72.6,83,12.0,6.771018755408666,Male,3.091042453358316,9,3,2,Carrier C,32.33,Supplier 1,Mumbai,416,7,47.96,Pass,1.275,Air,Route B,220.45,Spring,0.8238336127186806
haircare,SKU26,24.5,60,39.0,6.863280788880307,Male,3.6375861597263857,14,18,5,Carrier C,20.92,Supplier 3,Delhi,970,20,25.22,Pending,4.621,Air,Route C,421.68,Summer,1.5713783843008329
haircare,SKU25,26.3,97,29.0,6.638175041894338,Unknown,4.553876891600541,8,15,5,Carrier A,27.65,Supplier 2,Delhi,267,12,48.28,Pass,0.741,Road,Route B,382.22,Summer,1.499199377534704
skincare,SKU91,82.21,132,31.0,7.843656462825232,Female,4.382026634673881,18,45,3,Carrier C,11.66,Supplier 3,Mumbai,513,6,29.38,Pass,1.253,Air,Route C,257.05,Fall,1.0968734385124277
haircare,SKU18,17.74,109,5.0,4.49647076906475,Non-binary,4.634728988229636,9,11,9,Carrier A,45.11,Supplier 1,Bangalore,408,6,25.28,Pass,0.027,Road,Route C,274.93,Spring,0.9750603031719572
skincare,SKU65,76.0,111,20.0,7.327123292259293,Male,4.219507705176107,9,8,1,Carrier C,95.57,Supplier 1,Mumbai,688,9,47.44,Fail,2.564,Air,Route B,420.53,Summer,1.4213793734531817
haircare,SKU5,22.11,195,135.0,8.001639742410017,Female,3.6888794541139363,19,33,2,Carrier C,75.68,Supplier 1,Bangalore,239,16,38.82,Pending,2.644,Air,Route B,405.25,Spring,0.8238139377937701
haircare,SKU43,43.04,75,1.0,3.785098311854479,Unknown,3.871201010907891,13,14,3,Carrier C,71.8,Supplier 1,Bangalore,286,9,35.2,Pass,1.774,Air,Route A,175.12,Fall,1.0049219191487753
haircare,SKU29,22.56,73,28.0,6.449964765095288,Non-binary,4.174387269895637,29,9,5,Carrier E,27.2,Supplier 2,Bangalore,372,8,44.03,Fail,2.986,Rail,Route A,348.22,Spring,0.9395966049580662
haircare,SKU45,45.95,150,148.0,8.824913157604525,Male,3.2188758248682006,19,44,5,Carrier E,6.69,Supplier 1,Delhi,282,19,18.03,Fail,2.165,Rail,Route A,358.08,Summer,1.5110107022553616
skincare,SKU94,29.93,97,78.0,7.7559984067490415,Unknown,3.258096538021482,23,3,6,Carrier D,37.75,Supplier 3,Mumbai,504,9,50.0,Fail,4.03,Rail,Route A,193.3,Winter,1.2684904318773649
skincare,SKU32,22.05,75,45.0,6.900982394694708,Unknown,4.23410650459726,24,19,7,Carrier A,39.23,Supplier 1,Delhi,774,11,15.75,Fail,3.1,Road,Route B,326.12,Spring,1.0122187023164997
haircare,SKU50,29.43,140,75.0,7.6999556256252415,Non-binary,3.332204510175204,20,27,5,Carrier A,20.4,Supplier 3,Delhi,755,11,48.73,Pass,1.164,Road,Route B,272.09,Spring,0.9939445538168574
skincare,SKU51,75.8,39,28.0,7.660773856579473,Non-binary,3.6888794541139363,29,10,9,Carrier B,23.14,Supplier 3,Delhi,355,11,18.95,Pass,1.259,Road,Route C,331.29,Summer,1.384263182376673
skincare,SKU38,48.91,20,5.0,5.503500592485254,Male,2.6390573296152584,7,11,6,Carrier E,16.72,Supplier 2,Bangalore,341,10,29.5,Pass,0.211,Rail,Route B,302.49,Summer,1.341882340996074
haircare,SKU18,12.9,183,64.0,6.717320902077632,Unknown,2.833213344056216,8,7,4,Carrier D,34.18,Supplier 2,Delhi,543,12,36.7,Pass,0.239,Rail,Route B,303.96,Fall,1.163884049006728
skincare,SKU41,63.45,108,7.0,6.09841130401968,Female,3.091042453358316,11,8,10,Carrier A,21.93,Supplier 2,Delhi,855,12,16.74,Fail,3.007,Road,Route C,235.01,Summer,1.5354231512696686
skincare,SKU12,69.2,198,58.0,8.297692995016826,Female,4.867534450455582,7,4,9,Carrier B,29.54,Supplier 3,Delhi,397,12,25.85,Pending,3.478,Road,Route B,133.98,Summer,1.4906857274174523
skincare,SKU21,47.85,97,69.0,8.102480455501277,Non-binary,4.02535169073515,9,2,8,Carrier A,45.14,Supplier 2,Mumbai,153,7,46.12,Fail,2.746,Road,Route A,208.68,Fall,0.9507054010084988
haircare,SKU48,44.98,40,23.0,6.942678308771367,Unknown,3.295836866004329,12,3,7,Carrier D,16.9,Supplier 3,Bangalore,886,16,15.76,Pass,1.083,Rail,Route B,472.47,Summer,1.3437636396817725
haircare,SKU39,36.88,143,67.0,7.812766637216891,Female,4.248495242049359,25,9,5,Carrier D,40.67,Supplier 2,Delhi,389,12,30.39,Fail,2.347,Rail,Route A,398.1,Winter,1.3516289675561008
haircare,SKU23,24.97,176,172.0,8.365402391547269,Unknown,4.276666119016055,15,31,7,Carrier B,10.09,Supplier 2,Mumbai,866,18,28.65,Pass,1.564,Road,Route A,282.45,Fall,1.0640534372359138
skincare,SKU69,74.15,162,98.0,8.89119515183421,Male,4.624972813284271,27,2,2,Carrier C,81.9,Supplier 1,Mumbai,830,15,39.16,Pending,3.651,Air,Route A,122.44,Winter,1.3590828011342877
haircare,SKU19,43.55,153,37.0,7.385448021087182,Unknown,3.091042453358316,15,8,4,Carrier C,69.49,Supplier 2,Bangalore,899,14,46.94,Pending,2.657,Air,Route C,349.4,Summer,1.5225883620381846
skincare,SKU53,46.67,44,35.0,7.399061635301754,Non-binary,2.6390573296152584,11,22,4,Carrier C,41.28,Supplier 3,Bangalore,877,14,21.51,Fail,4.426,Air,Route A,477.61,Fall,0.91899736808198
haircare,SKU52,6.74,55,37.0,5.522979763831517,Female,3.8501476017100584,30,33,5,Carrier A,22.38,Supplier 3,Bangalore,110,5,24.3,Pending,4.668,Road,Route C,363.42,Spring,0.9064888239416372
skincare,SKU21,39.46,21,7.0,5.624811414785207,Female,2.772588722239781,27,20,8,Carrier A,46.35,Supplier 3,Delhi,725,18,44.22,Pending,3.414,Road,Route B,115.64,Spring,0.847054972566852
skincare,SKU10,77.92,113,46.0,8.184603009859138,Male,4.584967478670572,24,7,4,Carrier C,66.14,Supplier 1,Bangalore,212,7,15.23,Fail,3.804,Air,Route C,264.0,Spring,1.0222547237082402
skincare,SKU62,56.6,36,36.0,7.620018576734313,Unknown,3.4657359027997265,14,21,5,Carrier C,81.36,Supplier 1,Delhi,951,17,37.4,Pass,0.132,Air,Route C,377.91,Summer,1.586290772620342
haircare,SKU94,41.26,113,96.0,8.284494131296377,Unknown,4.624972813284271,20,9,6,Carrier E,34.24,Supplier 1,Bangalore,139,5,26.76,Pending,3.226,Rail,Route C,383.39,Spring,0.9938411685775658
haircare,SKU99,9.52,92,54.0,6.244322228405583,Male,3.7612001156935624,19,13,2,Carrier C,15.91,Supplier 3,Bangalore,574,10,14.52,Pass,1.172,Air,Route C,473.39,Fall,1.0155765089058513
skincare,SKU70,66.61,145,6.0,5.993113187353506,Unknown,3.091042453358316,10,34,3,Carrier C,88.95,Supplier 2,Delhi,443,14,31.37,Pending,2.176,Air,Route C,252.7,Spring,0.871631447365039
skincare,SKU84,47.3,131,107.0,8.529536695947476,Non-binary,3.9318256327243257,23,16,3,Carrier D,24.18,Supplier 2,Delhi,852,10,31.85,Pending,3.069,Rail,Route B,352.7,Summer,1.43378838138307
haircare,SKU9,29.26,97,45.0,7.183643071551207,Non-binary,4.110873864173311,10,20,5,Carrier D,36.78,Supplier 1,Mumbai,300,14,32.6,Fail,4.2,Rail,Route C,499.37,Spring,1.0893789688993076
haircare,SKU98,44.1,192,67.0,7.991490788419816,Male,4.060443010546419,27,7,1,Carrier C,44.81,Supplier 3,Delhi,708,18,47.92,Fail,3.097,Air,Route B,423.89,Winter,1.3735989539400515
skincare,SKU42,73.81,43,36.0,7.885389433097322,Unknown,3.1780538303479458,14,7,5,Carrier E,16.04,Supplier 1,Mumbai,798,9,18.05,Pending,3.109,Rail,Route C,480.11,Fall,0.9104371327791446
haircare,SKU9,47.48,36,8.0,5.94237933941749,Unknown,3.1780538303479458,23,4,4,Carrier D,8.92,Supplier 3,Bangalore,310,11,20.71,Pass,0.766,Rail,Route A,465.52,Spring,1.069446639983966
skincare,SKU5,64.08,73,47.0,8.010611881128613,Male,4.0943445622221,19,31,7,Carrier D,12.25,Supplier 2,Mumbai,228,18,45.05,Pass,1.049,Rail,Route A,398.41,Summer,1.5239624227664832
skincare,SKU17,93.64,53,32.0,8.005527214652554,Male,3.6635616461296463,17,44,10,Carrier B,36.5,Supplier 2,Bangalore,948,11,48.33,Pending,2.711,Road,Route C,138.1,Winter,1.442584602590918
haircare,SKU17,32.52,74,7.0,5.432148714181557,Unknown,3.4965075614664802,13,20,4,Carrier E,38.79,Supplier 3,Delhi,562,6,45.46,Pass,0.903,Rail,Route B,129.32,Spring,1.063454785333521
haircare,SKU69,11.14,153,146.0,7.394763507043696,Unknown,3.6109179126442243,18,46,6,Carrier E,15.33,Supplier 2,Bangalore,750,9,37.09,Fail,4.473,Rail,Route C,107.6,Spring,1.019476162288624
haircare,SKU61,33.25,83,23.0,6.6408557457128845,Female,2.995732273553991,25,50,4,Carrier C,97.17,Supplier 1,Bangalore,296,18,12.54,Fail,2.962,Air,Route A,158.99,Spring,1.0878021862422942
haircare,SKU57,32.19,131,35.0,7.027891100222117,Male,3.8066624897703196,12,47,4,Carrier E,24.26,Supplier 2,Delhi,422,13,48.27,Fail,4.124,Rail,Route A,144.34,Winter,1.2324715123925716
haircare,SKU5,20.69,15,9.0,5.232230981420177,Male,2.4849066497880004,13,10,8,Carrier A,41.03,Supplier 3,Bangalore,829,5,35.66,Fail,3.736,Road,Route A,416.28,Fall,0.9400651684672416
haircare,SKU99,40.38,198,61.0,7.809614373933298,Female,4.31748811353631,29,3,2,Carrier C,27.74,Supplier 1,Bangalore,974,13,28.34,Fail,3.96,Air,Route B,351.48,Winter,1.2252272683979752
skincare,SKU42,84.92,10,8.0,6.522622069845891,Female,2.3978952727983707,18,8,10,Carrier B,24.69,Supplier 3,Bangalore,305,15,46.85,Pass,0.391,Road,Route A,419.82,Spring,0.8003588460956023
haircare,SKU26,38.9,151,36.0,7.245227015936433,Female,3.6888794541139363,27,7,5,Carrier D,31.69,Supplier 1,Mumbai,942,14,42.35,Pending,3.822,Rail,Route B,217.82,Winter,1.206726919714026
skincare,SKU95,32.92,78,39.0,7.158420607754642,Unknown,4.290459441148391,7,17,3,Carrier E,23.73,Supplier 2,Delhi,596,18,12.43,Fail,3.609,Rail,Route A,452.75,Fall,0.9852634075110316
haircare,SKU64,10.38,72,5.0,3.9684033388642534,Female,3.4965075614664802,23,3,5,Carrier E,29.84,Supplier 1,Mumbai,341,8,35.78,Pass,1.751,Rail,Route B,498.42,Winter,1.4192850256692038
